Attrition,BusinessTravel,DailyRate,DistanceFromHome,EducationField,EmployeeID,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroupID,SalaryBandID
No,Travel_Rarely,703,28,Marketing,641,Low,3,Sales Executive,Medium,Married,6272,No,2,5,5,2,3
No,Travel_Rarely,823,17,Other,643,Very High,2,Laboratory Technician,Medium,Married,2127,No,1,2,1,1,1
No,Travel_Frequently,1246,3,Medical,644,Low,3,Manager,Medium,Married,18200,No,1,2,32,4,4
No,Travel_Rarely,622,13,Medical,645,Medium,3,Sales Representative,High,Married,2096,No,0,1,7,3,1
Yes,Travel_Frequently,1287,7,Life Sciences,647,Low,3,Laboratory Technician,High,Married,2886,Yes,1,4,6,3,1
Yes,Travel_Frequently,448,12,Life Sciences,648,Medium,2,Sales Representative,Low,Married,2033,No,1,2,1,1,1
No,Travel_Rarely,254,1,Life Sciences,649,Medium,2,Research Scientist,Very High,Married,3622,Yes,1,3,6,3,2
Yes,Travel_Rarely,1365,13,Medical,650,Medium,3,Sales Executive,Low,Divorced,4233,No,0,2,3,2,2
No,Travel_Rarely,538,25,Other,652,Low,2,Laboratory Technician,Very High,Single,3681,No,0,3,3,2,2
No,Travel_Rarely,525,6,Medical,653,Low,4,Sales Executive,Very High,Divorced,5460,No,2,4,7,3,3
No,Travel_Rarely,798,6,Medical,655,Low,2,Research Scientist,High,Divorced,2187,No,2,5,5,2,1
No,Travel_Rarely,558,2,Marketing,656,Very High,3,Sales Executive,High,Married,9602,Yes,1,3,3,2,4
No,Travel_Rarely,959,1,Life Sciences,657,Very High,2,Research Scientist,Medium,Single,2836,No,0,0,1,1,1
No,Travel_Rarely,622,2,Life Sciences,659,High,3,Healthcare Representative,Very High,Married,4089,No,2,4,10,3,2
No,Travel_Rarely,782,6,Other,661,Medium,2,Research Director,Very High,Divorced,16627,Yes,1,3,1,1,4
No,Travel_Rarely,362,1,Life Sciences,662,High,3,Research Scientist,Low,Single,2619,No,0,3,0,1,1
No,Travel_Frequently,1001,9,Medical,663,Very High,3,Laboratory Technician,High,Divorced,5679,Yes,1,3,8,3,3
No,Travel_Rarely,1236,1,Life Sciences,664,Very High,2,Manager,Low,Married,15402,No,1,3,3,2,4
No,Travel_Rarely,1112,1,Life Sciences,665,Low,2,Human Resources,High,Single,5985,No,0,1,2,1,3
No,Travel_Rarely,204,14,Technical Degree,666,High,3,Sales Representative,High,Divorced,2579,Yes,2,3,8,3,1
Yes,Travel_Rarely,1420,2,Marketing,667,High,3,Sales Representative,Low,Divorced,3041,No,1,3,4,2,2
No,Travel_Rarely,1343,22,Technical Degree,669,High,3,Sales Representative,High,Single,3447,No,0,2,3,2,2
No,Travel_Rarely,1315,3,Other,671,Very High,3,Manager,Very High,Married,19513,Yes,1,2,2,1,4
No,Travel_Rarely,604,6,Medical,675,Low,3,Research Scientist,High,Married,2773,No,0,3,2,1,1
No,Travel_Rarely,1216,8,Marketing,677,High,3,Sales Executive,High,Divorced,7104,No,0,3,5,2,3
No,Travel_Rarely,646,9,Life Sciences,679,Low,3,Research Scientist,Very High,Married,6322,Yes,1,2,6,3,3
No,Travel_Frequently,160,3,Medical,680,High,3,Research Scientist,High,Divorced,2083,No,1,2,1,1,1
No,Travel_Rarely,238,1,Medical,682,Very High,3,Sales Executive,Low,Single,8381,No,0,2,14,4,4
No,Travel_Rarely,1397,1,Life Sciences,683,Medium,3,Research Scientist,Very High,Married,2691,No,1,4,10,3,1
Yes,Travel_Frequently,306,26,Life Sciences,684,Low,3,Sales Executive,Low,Married,4286,No,2,4,1,1,2
No,Travel_Rarely,991,6,Life Sciences,686,High,3,Laboratory Technician,Very High,Married,2659,Yes,1,2,3,2,1
No,Travel_Rarely,482,3,Other,689,High,3,Manufacturing Director,High,Married,9434,No,1,2,10,3,4
No,Travel_Rarely,1176,3,Medical,690,Medium,3,Sales Executive,High,Married,5561,No,1,5,6,3,3
No,Travel_Rarely,1017,6,Life Sciences,691,Medium,1,Research Scientist,Very High,Single,6646,No,0,3,17,4,3
No,Travel_Frequently,1296,6,Life Sciences,692,High,3,Healthcare Representative,Very High,Divorced,7725,No,1,2,13,4,3
No,Travel_Rarely,397,19,Medical,698,High,3,Human Resources,Medium,Married,10725,No,1,1,9,3,4
No,Travel_Rarely,913,9,Medical,699,Medium,2,Manufacturing Director,Medium,Divorced,8847,Yes,1,2,3,2,4
No,Travel_Rarely,1115,3,Medical,700,Low,2,Research Scientist,Very High,Single,2045,No,0,0,4,2,1
Yes,Travel_Rarely,1362,10,Medical,701,Very High,3,Research Scientist,High,Single,1009,Yes,0,5,1,1,1
Yes,Travel_Frequently,1076,3,Life Sciences,702,Low,3,Research Scientist,Low,Single,3348,Yes,0,3,10,3,2
No,Non-Travel,727,3,Life Sciences,704,High,2,Laboratory Technician,High,Married,1281,No,2,3,1,1,1
No,Travel_Rarely,885,4,Medical,705,Low,4,Research Scientist,Low,Married,2819,No,1,3,3,2,1
No,Travel_Rarely,810,8,Life Sciences,707,Very High,4,Sales Executive,Medium,Married,4851,No,1,4,3,2,2
No,Travel_Rarely,243,7,Marketing,709,Very High,2,Sales Executive,Very High,Single,4028,No,0,2,7,3,2
No,Travel_Frequently,806,1,Life Sciences,710,Medium,1,Research Scientist,Very High,Divorced,2720,No,1,5,10,3,1
No,Travel_Rarely,817,2,Marketing,712,Medium,4,Sales Executive,Medium,Married,8120,No,0,3,2,1,3
No,Travel_Frequently,1410,3,Medical,714,Very High,4,Sales Executive,Very High,Divorced,4647,Yes,2,3,6,3,2
No,Travel_Rarely,1225,10,Life Sciences,715,Very High,4,Research Scientist,Very High,Single,4680,No,0,2,1,1,2
No,Travel_Rarely,1207,28,Medical,716,Very High,4,Laboratory Technician,High,Married,3221,Yes,3,3,20,4,2
No,Travel_Rarely,1442,9,Medical,717,Very High,2,Healthcare Representative,Medium,Single,8621,No,0,3,8,3,4
Yes,Travel_Rarely,693,3,Life Sciences,720,Low,3,Sales Executive,High,Single,4577,No,0,3,2,1,2
No,Travel_Rarely,408,2,Technical Degree,721,Very High,2,Healthcare Representative,High,Single,4553,No,0,4,20,4,2
No,Travel_Rarely,929,10,Marketing,722,Very High,3,Sales Executive,Very High,Single,5396,No,0,2,10,3,3
Yes,Travel_Frequently,562,8,Technical Degree,723,Medium,3,Sales Executive,High,Married,6796,Yes,1,4,4,2,3
No,Travel_Rarely,827,1,Life Sciences,724,Medium,4,Healthcare Representative,Very High,Single,7625,No,0,4,9,3,3
No,Travel_Rarely,608,1,Life Sciences,725,High,3,Manufacturing Director,Low,Married,7412,No,0,3,9,3,3
No,Travel_Rarely,1018,3,Life Sciences,727,High,3,Research Director,Very High,Single,11159,No,0,6,7,3,4
No,Travel_Rarely,703,14,Marketing,728,Very High,3,Sales Executive,Low,Single,4960,No,0,2,7,3,3
No,Travel_Frequently,580,5,Life Sciences,729,Very High,2,Sales Executive,Low,Married,10475,Yes,1,2,18,4,4
No,Travel_Rarely,970,7,Life Sciences,730,High,4,Research Director,High,Married,14814,No,0,3,5,2,4
No,Travel_Rarely,427,10,Human Resources,731,Medium,2,Manager,Very High,Divorced,19141,No,3,2,21,4,4
No,Travel_Rarely,1179,16,Marketing,732,Low,3,Sales Executive,Low,Single,5405,No,0,1,2,1,3
No,Travel_Frequently,294,10,Life Sciences,733,Very High,3,Manufacturing Director,Low,Divorced,8793,No,2,4,9,3,4
No,Travel_Rarely,314,1,Human Resources,734,Very High,2,Manager,High,Married,19189,No,1,3,22,4,4
No,Travel_Rarely,316,8,Marketing,738,Very High,3,Sales Representative,Medium,Married,3875,No,1,2,2,1,2
Yes,Travel_Rarely,654,1,Life Sciences,741,Low,1,Research Scientist,Medium,Single,2216,Yes,0,4,7,3,1
No,Non-Travel,427,8,Life Sciences,742,Low,4,Research Director,Low,Married,11713,No,1,2,8,3,4
No,Travel_Rarely,168,1,Life Sciences,743,High,3,Manufacturing Director,High,Single,7861,Yes,0,4,1,1,3
No,Non-Travel,381,24,Medical,744,Low,1,Laboratory Technician,High,Single,3708,No,0,5,5,2,2
No,Travel_Frequently,217,3,Medical,746,Very High,3,Sales Executive,High,Divorced,13770,Yes,2,2,22,4,4
No,Travel_Rarely,501,27,Marketing,747,High,3,Sales Executive,Very High,Divorced,5304,No,1,2,8,3,3
No,Travel_Rarely,1396,10,Life Sciences,749,High,3,Sales Representative,High,Single,2642,No,0,6,1,1,1
Yes,Travel_Frequently,933,19,Medical,752,High,4,Research Scientist,High,Divorced,2759,Yes,0,2,2,1,1
No,Travel_Frequently,775,15,Life Sciences,754,Very High,2,Sales Executive,Very High,Married,6804,No,1,5,2,1,3
No,Travel_Rarely,970,8,Medical,757,Medium,3,Healthcare Representative,High,Single,6142,No,0,2,5,2,3
No,Travel_Rarely,650,9,Medical,758,Medium,3,Laboratory Technician,Low,Married,2500,No,1,2,4,2,1
No,Travel_Rarely,141,3,Human Resources,760,High,4,Human Resources,Medium,Married,6389,No,1,3,8,3,3
No,Travel_Rarely,832,9,Medical,762,High,3,Healthcare Representative,Very High,Married,11103,No,0,1,10,3,4
No,Travel_Rarely,804,2,Medical,763,Very High,2,Research Scientist,Very High,Single,2342,Yes,0,2,4,2,1
No,Travel_Rarely,975,7,Medical,764,Very High,2,Healthcare Representative,Low,Single,6811,No,0,2,7,3,3
No,Travel_Rarely,1090,10,Marketing,766,Very High,3,Sales Representative,Medium,Divorced,2297,No,2,2,2,1,1
No,Travel_Rarely,346,6,Life Sciences,769,Very High,3,Laboratory Technician,Very High,Single,2450,No,0,4,2,1,1
No,Non-Travel,1225,2,Life Sciences,771,Very High,3,Healthcare Representative,Low,Divorced,5093,No,1,2,1,1,3
No,Travel_Frequently,430,24,Life Sciences,772,Low,3,Laboratory Technician,Very High,Married,5309,No,2,2,10,3,3
No,Travel_Rarely,268,2,Medical,773,Very High,3,Research Scientist,High,Married,3057,Yes,1,0,1,1,2
No,Travel_Rarely,167,8,Life Sciences,775,Medium,3,Manufacturing Director,Low,Divorced,5121,No,1,3,0,1,3
No,Travel_Rarely,621,3,Marketing,776,High,2,Manager,Low,Married,16856,No,0,3,34,4,4
Yes,Travel_Rarely,527,1,Other,780,Very High,3,Research Scientist,Very High,Single,2686,Yes,0,2,10,3,1
No,Travel_Rarely,883,26,Medical,781,High,3,Sales Executive,Very High,Single,6180,No,0,5,6,3,3
No,Travel_Rarely,954,2,Technical Degree,783,Medium,1,Sales Representative,High,Single,6632,No,0,3,8,3,3
No,Travel_Rarely,310,10,Medical,784,Low,4,Research Scientist,High,Single,3505,No,0,3,2,1,2
Yes,Travel_Frequently,719,27,Life Sciences,785,Medium,4,Sales Executive,High,Single,6397,Yes,0,2,5,2,3
No,Travel_Rarely,304,2,Other,786,Very High,3,Sales Executive,Very High,Single,6274,No,0,5,6,3,3
Yes,Travel_Rarely,725,2,Medical,787,Very High,3,Manager,Low,Married,19859,Yes,1,2,5,2,4
No,Non-Travel,1434,8,Life Sciences,789,Low,2,Sales Executive,Low,Single,7587,No,0,1,10,3,3
No,Non-Travel,715,19,Medical,791,Very High,3,Research Scientist,Very High,Married,4258,No,1,3,4,2,2
No,Travel_Frequently,575,1,Life Sciences,792,Low,1,Laboratory Technician,Very High,Divorced,4364,No,1,2,2,1,2
No,Travel_Rarely,657,27,Medical,793,Medium,3,Healthcare Representative,High,Married,4335,No,1,3,8,3,2
Yes,Travel_Rarely,1146,8,Technical Degree,796,Very High,2,Sales Executive,Low,Single,5326,No,0,2,4,2,3
No,Travel_Rarely,182,1,Life Sciences,797,Medium,4,Research Scientist,Very High,Single,3280,No,0,2,4,2,2
No,Travel_Rarely,376,19,Medical,799,Very High,3,Manufacturing Director,Low,Divorced,5485,Yes,2,4,5,2,3
No,Travel_Frequently,829,8,Marketing,800,High,3,Sales Executive,Very High,Married,4342,No,1,3,4,2,2
No,Travel_Rarely,571,10,Life Sciences,802,Very High,3,Research Scientist,Low,Divorced,2782,Yes,2,3,5,2,1
No,Travel_Frequently,240,2,Life Sciences,803,Low,4,Manufacturing Director,Low,Single,5980,Yes,0,2,15,4,3
No,Travel_Rarely,121,2,Medical,804,High,2,Research Scientist,Low,Single,4381,No,0,3,6,3,2
No,Travel_Rarely,384,8,Life Sciences,805,Low,3,Sales Representative,Very High,Married,2572,No,1,1,3,2,1
No,Travel_Rarely,921,1,Life Sciences,806,Very High,1,Laboratory Technician,High,Married,3833,No,2,2,2,1,2
No,Travel_Frequently,791,2,Medical,807,High,4,Healthcare Representative,Medium,Married,4244,No,1,2,8,3,2
No,Travel_Rarely,1111,8,Life Sciences,808,High,3,Sales Executive,Low,Married,6500,No,1,1,3,2,3
No,Travel_Frequently,570,8,Life Sciences,809,Medium,3,Manager,Very High,Divorced,18430,No,1,4,24,4,4
Yes,Travel_Rarely,1243,6,Life Sciences,811,High,4,Laboratory Technician,Low,Married,1601,Yes,2,2,0,1,1
No,Non-Travel,1092,9,Life Sciences,812,High,2,Laboratory Technician,Medium,Divorced,2694,No,3,4,1,1,1
No,Travel_Rarely,1325,11,Life Sciences,813,Very High,3,Laboratory Technician,High,Married,3149,No,1,3,5,2,2
No,Travel_Rarely,691,2,Medical,815,High,3,Research Director,High,Married,17639,No,0,3,4,2,4
Yes,Travel_Rarely,805,1,Life Sciences,816,Medium,2,Laboratory Technician,Low,Married,2319,Yes,1,1,1,1,1
No,Travel_Rarely,213,7,Medical,817,High,3,Research Director,High,Married,11691,No,0,3,13,4,4
Yes,Travel_Rarely,118,16,Marketing,819,Low,3,Sales Executive,Low,Single,5324,No,0,3,3,2,3
No,Travel_Rarely,202,2,Other,820,High,3,Manager,Very High,Married,16752,Yes,1,3,26,4,4
No,Travel_Rarely,676,1,Other,823,High,3,Manufacturing Director,Medium,Married,5228,No,1,2,9,3,3
No,Travel_Rarely,1252,23,Life Sciences,824,High,4,Research Scientist,High,Married,2700,No,1,3,10,3,1
Yes,Travel_Rarely,286,2,Life Sciences,825,Very High,3,Research Director,Medium,Single,19246,Yes,0,2,31,4,4
No,Travel_Rarely,1258,1,Life Sciences,826,Very High,4,Research Scientist,High,Single,2506,No,0,0,2,1,1
No,Travel_Rarely,932,1,Life Sciences,827,Very High,2,Manufacturing Director,Very High,Married,6062,Yes,1,4,4,2,3
Yes,Travel_Rarely,890,2,Medical,828,High,3,Research Scientist,High,Single,4382,No,0,3,2,1,2
No,Travel_Rarely,1041,13,Human Resources,829,High,3,Human Resources,Medium,Married,2143,No,1,2,5,2,1
No,Travel_Rarely,859,4,Life Sciences,830,High,2,Manufacturing Director,High,Married,6162,No,1,3,14,4,3
No,Travel_Frequently,720,16,Medical,832,Low,2,Laboratory Technician,High,Single,5094,No,0,6,1,1,3
No,Travel_Rarely,946,2,Medical,833,High,2,Manufacturing Director,Very High,Single,6877,Yes,0,4,0,1,3
No,Travel_Rarely,252,2,Life Sciences,834,Medium,2,Research Scientist,High,Single,2274,No,0,3,1,1,1
No,Travel_Rarely,933,29,Life Sciences,836,Medium,3,Manufacturing Director,Medium,Married,4434,No,1,3,9,3,2
No,Travel_Frequently,471,12,Life Sciences,837,Low,2,Healthcare Representative,Low,Divorced,6288,No,1,3,4,2,3
No,Travel_Frequently,702,16,Life Sciences,838,High,2,Research Scientist,Very High,Single,2553,No,0,3,5,2,1
Yes,Travel_Rarely,1184,11,Marketing,840,High,3,Sales Executive,Very High,Married,7654,No,2,3,9,3,3
Yes,Travel_Rarely,436,2,Medical,842,High,3,Sales Executive,Very High,Single,5160,No,0,3,9,3,3
No,Travel_Rarely,589,14,Life Sciences,843,Medium,3,Research Director,Low,Married,17159,No,1,3,4,2,4
No,Travel_Rarely,269,5,Technical Degree,844,High,2,Research Director,Very High,Divorced,12808,Yes,1,3,9,3,4
No,Travel_Rarely,950,7,Other,845,High,3,Manufacturing Director,High,Single,10221,No,0,3,8,3,4
No,Travel_Rarely,760,2,Marketing,846,Medium,3,Sales Executive,Medium,Married,4779,Yes,0,2,8,3,2
No,Travel_Rarely,829,3,Human Resources,847,High,3,Human Resources,Very High,Married,3737,No,1,1,3,2,2
Yes,Travel_Frequently,887,5,Medical,848,High,2,Research Scientist,High,Married,2366,Yes,1,2,8,3,1
No,Non-Travel,443,3,Medical,850,Very High,3,Research Scientist,Very High,Married,1706,No,3,6,0,1,1
No,Travel_Rarely,1318,26,Marketing,851,Low,3,Manager,High,Married,16307,No,1,2,20,4,4
No,Travel_Rarely,625,4,Medical,852,Very High,3,Healthcare Representative,Medium,Single,5933,No,0,2,5,2,3
No,Travel_Rarely,180,2,Medical,854,Low,4,Research Scientist,Low,Single,3424,No,0,3,4,2,2
No,Travel_Rarely,586,1,Medical,855,Low,4,Sales Executive,Low,Divorced,4037,No,1,5,9,3,2
No,Travel_Rarely,1343,27,Medical,856,High,2,Research Scientist,Low,Single,2559,No,0,3,6,3,1
No,Travel_Rarely,928,1,Life Sciences,857,Medium,3,Sales Executive,Very High,Married,6201,Yes,1,1,18,4,3
No,Travel_Rarely,117,13,Life Sciences,859,Medium,3,Sales Executive,Very High,Divorced,4403,No,1,3,5,2,2
No,Travel_Frequently,1012,5,Life Sciences,861,Medium,2,Research Scientist,Very High,Divorced,3761,No,1,3,5,2,2
No,Travel_Rarely,661,7,Marketing,862,Low,2,Sales Executive,Very High,Married,10934,Yes,1,3,5,2,4
No,Travel_Rarely,930,9,Marketing,864,Very High,3,Sales Executive,Low,Divorced,10761,Yes,1,2,5,2,4
No,Travel_Rarely,638,8,Medical,865,High,4,Research Scientist,High,Married,5175,No,1,3,5,2,3
No,Travel_Frequently,890,25,Medical,867,High,2,Manufacturing Director,Very High,Married,13826,No,0,3,9,3,4
No,Travel_Rarely,342,16,Marketing,868,Very High,2,Sales Executive,High,Divorced,6334,No,2,2,1,1,3
No,Travel_Rarely,1169,8,Medical,869,Medium,2,Human Resources,Very High,Divorced,4936,No,1,6,5,2,3
No,Travel_Rarely,1230,1,Life Sciences,872,Very High,2,Manufacturing Director,Very High,Married,4775,No,2,2,2,1,2
No,Travel_Rarely,986,8,Life Sciences,874,Low,4,Laboratory Technician,Very High,Married,2818,Yes,1,2,3,2,1
No,Travel_Frequently,1271,2,Medical,875,Medium,3,Research Scientist,Very High,Single,2515,Yes,0,2,2,1,1
No,Travel_Rarely,1278,8,Life Sciences,878,Low,2,Human Resources,Low,Married,2342,No,0,3,5,2,1
No,Travel_Rarely,141,3,Other,879,High,3,Sales Executive,Low,Married,4194,Yes,0,3,5,2,2
No,Travel_Rarely,607,9,Life Sciences,880,Very High,2,Manufacturing Director,High,Married,10685,Yes,1,2,17,4,4
Yes,Travel_Frequently,130,25,Life Sciences,881,Very High,3,Research Scientist,Medium,Divorced,2022,Yes,1,3,10,3,1
No,Non-Travel,300,1,Life Sciences,882,Very High,3,Laboratory Technician,Very High,Divorced,2314,No,1,2,3,2,1
No,Travel_Rarely,583,4,Marketing,885,High,2,Sales Executive,Low,Married,4256,No,0,1,5,2,2
No,Travel_Rarely,1418,1,Technical Degree,887,High,3,Research Scientist,Low,Married,3580,No,1,2,4,2,2
No,Non-Travel,1269,4,Life Sciences,888,Low,2,Laboratory Technician,Very High,Married,3162,No,0,2,5,2,2
No,Travel_Frequently,379,5,Life Sciences,889,Medium,3,Sales Executive,Medium,Married,6524,No,1,3,10,3,3
No,Travel_Rarely,395,9,Marketing,893,Medium,2,Sales Representative,Medium,Married,2899,No,1,3,2,1,1
No,Travel_Rarely,1265,3,Life Sciences,894,High,4,Laboratory Technician,Very High,Married,5231,Yes,1,1,5,2,3
No,Travel_Rarely,1222,11,Life Sciences,895,Very High,3,Research Scientist,Very High,Married,2356,Yes,1,2,6,3,1
Yes,Travel_Rarely,341,1,Medical,896,Medium,2,Sales Representative,High,Divorced,2800,Yes,3,3,3,2,1
No,Travel_Rarely,868,8,Marketing,897,Low,3,Sales Executive,Very High,Married,11836,No,1,3,2,1,4
No,Travel_Rarely,672,25,Technical Degree,899,Very High,2,Manufacturing Director,Medium,Married,10903,No,0,2,13,4,4
No,Travel_Frequently,1231,21,Medical,900,High,3,Sales Representative,Very High,Married,2973,No,1,3,5,2,2
No,Travel_Rarely,102,23,Life Sciences,901,Very High,3,Research Director,Very High,Single,14275,No,0,0,12,4,4
No,Travel_Frequently,422,1,Life Sciences,902,Very High,3,Healthcare Representative,Very High,Married,5562,No,1,2,5,2,3
No,Travel_Rarely,249,2,Marketing,903,High,3,Sales Executive,Very High,Married,4537,Yes,1,2,7,3,2
No,Non-Travel,1252,19,Medical,904,Low,3,Sales Executive,Medium,Single,7642,Yes,0,2,10,3,3
No,Non-Travel,881,2,Life Sciences,905,Low,3,Manager,Low,Divorced,17924,No,1,3,31,4,4
No,Travel_Rarely,1383,2,Life Sciences,909,Very High,2,Human Resources,Very High,Married,5204,No,2,2,5,2,3
No,Travel_Rarely,1075,3,Human Resources,910,Very High,3,Human Resources,Medium,Divorced,2277,Yes,1,4,4,2,1
Yes,Travel_Rarely,374,25,Life Sciences,911,Low,3,Laboratory Technician,Very High,Single,2795,Yes,0,2,1,1,1
No,Travel_Rarely,1086,7,Medical,912,Low,2,Laboratory Technician,Very High,Divorced,2532,No,3,5,4,2,1
No,Travel_Rarely,661,9,Life Sciences,913,Medium,3,Research Scientist,Low,Married,2559,Yes,0,0,8,3,1
No,Travel_Rarely,821,5,Medical,916,Low,3,Sales Executive,Very High,Single,4908,No,0,3,4,2,2
Yes,Travel_Frequently,781,2,Life Sciences,918,Very High,2,Laboratory Technician,Very High,Divorced,2380,Yes,1,3,1,1,1
No,Travel_Rarely,177,8,Life Sciences,920,Low,3,Manufacturing Director,Medium,Divorced,4765,No,1,2,1,1,2
Yes,Travel_Rarely,500,2,Medical,922,High,2,Sales Representative,High,Single,2044,No,0,3,2,1,1
Yes,Travel_Rarely,1427,18,Other,923,Very High,3,Research Scientist,Very High,Single,2693,No,0,3,1,1,1
No,Travel_Rarely,1425,14,Life Sciences,924,High,3,Healthcare Representative,Very High,Married,6586,Yes,1,2,16,4,3
No,Travel_Rarely,1454,2,Life Sciences,925,Very High,2,Sales Representative,Very High,Single,3294,Yes,0,3,3,2,2
Yes,Travel_Rarely,617,3,Life Sciences,926,Medium,3,Manufacturing Director,High,Married,4171,Yes,1,3,3,2,2
Yes,Travel_Rarely,1085,2,Life Sciences,927,Medium,1,Laboratory Technician,Very High,Divorced,2778,Yes,1,1,7,3,1
No,Travel_Rarely,995,9,Medical,930,High,3,Research Scientist,High,Divorced,2377,No,1,2,2,1,1
Yes,Travel_Rarely,1122,6,Medical,932,Very High,3,Laboratory Technician,Low,Married,2404,Yes,0,2,2,1,1
No,Travel_Rarely,618,4,Life Sciences,933,Medium,3,Research Scientist,High,Single,2318,No,0,2,1,1,1
No,Travel_Rarely,546,10,Life Sciences,934,Medium,3,Laboratory Technician,Medium,Divorced,2008,No,2,3,1,1,1
No,Travel_Rarely,462,14,Medical,936,High,2,Sales Executive,High,Single,6244,No,0,6,5,2,3
No,Travel_Rarely,1198,1,Other,939,High,2,Research Scientist,Low,Single,2799,Yes,0,1,3,2,1
No,Travel_Rarely,1272,5,Technical Degree,940,High,2,Healthcare Representative,Medium,Divorced,10552,Yes,1,3,6,3,4
No,Travel_Rarely,154,7,Life Sciences,941,Medium,2,Sales Representative,High,Married,2329,No,0,2,7,3,1
No,Travel_Rarely,1137,21,Life Sciences,942,Very High,3,Healthcare Representative,Very High,Married,4014,Yes,1,2,10,3,2
No,Travel_Rarely,527,8,Other,944,Low,3,Laboratory Technician,Medium,Married,7403,No,1,3,26,4,3
No,Travel_Rarely,1469,20,Medical,945,Very High,3,Research Scientist,High,Married,2259,No,2,2,0,1,1
No,Non-Travel,1188,20,Marketing,947,Very High,3,Sales Executive,High,Married,6932,No,1,2,9,3,3
No,Travel_Rarely,188,7,Other,949,Medium,3,Research Scientist,Very High,Single,4678,No,0,6,6,3,2
No,Travel_Rarely,1333,1,Technical Degree,950,Very High,3,Research Director,Low,Married,13582,No,1,3,15,4,4
No,Non-Travel,1184,1,Life Sciences,951,High,2,Laboratory Technician,Medium,Married,2332,No,0,3,3,2,1
Yes,Travel_Rarely,867,19,Marketing,952,High,2,Sales Representative,Medium,Married,2413,Yes,3,2,1,1,1
No,Travel_Rarely,658,10,Marketing,954,Low,2,Sales Executive,Medium,Divorced,9705,No,1,2,1,1,4
No,Travel_Frequently,1283,1,Medical,956,High,2,Sales Executive,Low,Single,4294,No,0,2,7,3,2
No,Travel_Rarely,263,6,Medical,957,Very High,3,Laboratory Technician,Low,Single,4721,Yes,0,3,18,4,2
No,Travel_Rarely,938,2,Medical,958,High,3,Laboratory Technician,High,Single,2519,No,0,6,11,4,1
Yes,Travel_Rarely,419,21,Other,959,Very High,2,Sales Representative,Medium,Single,2121,Yes,0,3,1,1,1
Yes,Travel_Rarely,129,4,Technical Degree,960,Low,3,Laboratory Technician,Low,Single,2973,No,0,2,1,1,2
No,Travel_Rarely,616,12,Medical,961,Very High,3,Healthcare Representative,Very High,Married,5855,Yes,2,2,9,3,3
No,Travel_Frequently,1469,9,Medical,964,Very High,3,Research Scientist,Medium,Divorced,3617,Yes,1,2,1,1,2
No,Travel_Rarely,498,3,Medical,966,High,3,Manufacturing Director,Low,Married,6725,No,1,2,8,3,3
Yes,Travel_Rarely,530,3,Life Sciences,967,High,2,Sales Executive,Very High,Married,10325,Yes,1,6,16,4,4
No,Travel_Rarely,1069,1,Life Sciences,969,Medium,2,Healthcare Representative,Very High,Single,6949,No,0,3,5,2,3
Yes,Travel_Rarely,625,1,Life Sciences,970,Low,2,Sales Executive,High,Married,10609,No,0,2,14,4,4
No,Non-Travel,805,4,Life Sciences,972,High,3,Laboratory Technician,Medium,Married,4447,No,0,5,9,3,2
No,Travel_Frequently,1404,20,Technical Degree,974,High,3,Sales Representative,Very High,Married,2157,No,1,5,3,2,1
No,Travel_Rarely,1219,18,Medical,975,High,3,Sales Executive,High,Married,4601,No,0,3,5,2,2
No,Travel_Rarely,1053,1,Life Sciences,976,Very High,3,Manager,Very High,Married,17099,No,1,2,9,3,4
Yes,Travel_Rarely,289,2,Technical Degree,977,Very High,3,Research Scientist,High,Single,2479,No,0,4,1,1,1
No,Travel_Rarely,1376,2,Medical,981,High,3,Manager,High,Divorced,14852,No,1,3,17,4,4
No,Travel_Rarely,231,8,Other,982,High,3,Sales Executive,High,Divorced,7264,No,1,2,8,3,3
No,Non-Travel,152,10,Technical Degree,983,High,3,Sales Executive,Very High,Single,5666,Yes,0,1,5,2,3
No,Travel_Rarely,882,3,Life Sciences,984,Very High,3,Sales Executive,Very High,Divorced,7823,No,1,2,10,3,3
No,Travel_Rarely,903,2,Life Sciences,985,Low,4,Sales Executive,High,Single,7880,No,0,3,8,3,3
Yes,Non-Travel,1479,24,Life Sciences,986,Medium,4,Sales Executive,Medium,Single,13194,Yes,0,2,1,1,4
No,Travel_Frequently,1379,16,Medical,987,High,4,Manufacturing Director,High,Divorced,5067,Yes,0,3,19,4,3
No,Non-Travel,1229,8,Technical Degree,990,Low,3,Sales Executive,Very High,Divorced,5079,No,2,3,7,3,3
Yes,Non-Travel,335,9,Medical,991,High,2,Research Scientist,Low,Single,2321,Yes,0,0,3,2,1
No,Non-Travel,722,17,Life Sciences,992,Very High,3,Manager,High,Single,17444,No,0,2,10,3,4
Yes,Travel_Rarely,906,10,Life Sciences,994,Very High,2,Research Scientist,Low,Single,2404,Yes,0,5,0,1,1
No,Travel_Rarely,461,13,Life Sciences,995,Medium,3,Research Scientist,Very High,Single,3452,No,0,4,3,2,2
No,Travel_Rarely,974,1,Medical,996,Very High,3,Laboratory Technician,Very High,Divorced,2270,No,2,2,5,2,1
